11 211222222222113221 0010211221222222  0 222122221222 01221 3111222222222 01212222  000142112111342121000 0000000000011 0 3461200 000020 0202042344130222222 002222212221233333311122211222221100 3  03 0143  0111100 7113 7142222221222221125412222111224401 112224121 33 8 861115544214111322111416004 5 6 314240352138472114 3 0 3 311
23 022222222220112101 0010211212222222  0 411212122222 02221 5112112221222 02112222  030142111111552121000 0000000000011 5 05512211920042 0000024243120222222 012222112222133233132331112222222100 1  02 0373  0112256 02 4 7102221221221222224022222222221101 212224332 01 7 841112534312132211222122102 6 2 522132221947463324 1 0 1 510
22 022222222222113201 0010211122222222  0 411221221222 01121 7111211221122 02211222  021122110121542311331 0333333333300 3 0551222 01404122010034333120222222 012212212221223132123432122112222100 8  02 0173  0122100 52 710 82222221121222226421212121221121 211111432 01 8 851113334114233112222216004 7 1 122529513045534444 1 0 1 711
22 022222222222111130 1130412221122222  0 122212222222 04661 3111222222222 01212222  023152114211452121000 0000000000011 3 0461112 020032 0000022341230222222 002222212221233132112332112222123100 6  06 0261  0141264 0312 6142222212222212126212222122221401 013113121 42 5 851132333223231511111231204 7 3 151424242260545212 3 2 5 3 8
21 211222222222102001 0010411122222222  0 322112221222 05251 3111222222222 01222122  013142112222000122000 0000000000011 3 03611211611032 0000043343230222222 002222212221233232133331112222223211 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000231 23 9 901111134213131122122106001 6 5 5121 7 92006062333 1 0 1 411
21 122212222222233201 0010220222222222  0 121222222222 02352 0222222222222 00222222  022132113212000122000 0000000000011 0 02512111611022 0000043426111221222 012122212221212133243412122222222221 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000431 21 8 701114444112131511111306004 7 2 752122382864452553 1 0 1 412
11 212212222222111113 0010111221222222  0 221122222222 06002 0222222222222 00222222  0002002 0000000122000 0000000000011 0 0602200 000040 0000014101130222222 002222212221233333312012222222120232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000212 04 4 803335435103131421111406004 3 61113129161837852133 4 0 4 0 7
23 022222222220112200 0010420222222222  0 022222222222 05552 0222222222222 00222222  030162115211542122000 0000000000012 1 0312222 020012 0000034231130222222 002222212221233233224432121122222212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000111 24 5 805555555401011312211406004 8 7 813525 0 000002222 0 0 0 3 8
11 312222221121111101 0010312122222122  0 411122222212 05231 2112222222222 01221222  0001411 8222000212214 0333333333300 3 0351200 000010 0000034223120222222 021122221122233323123331112222222100 6  02 0351  0411100 3211 7 62222211222122226411222121211121 113124211 23 6 856666444211031511111226004 3 3 112129191935551333 1 0 1 5 9
21 311212222223113141 1144311222222112  0 322122112222 04111 3111222222222 01222221  0121321 9111532111000 0000000000011 5 0461212 01101119010014226120222222 012222112212213133111112222222124100 6  02 0162  0221100 72 8 3 11212222122222226122222122221121 211211221 21 2 741512555312111511111122103 0 3 721120131954525212 5 2 7 0 6
14 022222222222112111 0010313212122122  0 311122222222 01112 0222222222222 00222222  000132112211232121000 0000000000011 0 4341200 000020 0202032343130222222 002222212221232323130021122222223222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 400000442 01 81001115333112112222211406004 4 3 321534282138473333 2 0 2 2 9
14 022222222222112111 0045420222222222  0 022222222222 05452 0222222222222 00222222  000122119222000122000 0000000000011 0 2412200 000010 0202023233120222222 012222112221233323112212122222222232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000323 34 3 701635545104131421111406001 9 6 813136282038381443 2 0 2 0 7
21 611122211122111102 0010320222222222  0 811111221112 01442 0222222222222 00222222  013152113211061122000 0000000000011 1 05122111811022 0000044343130222222 002222212221223322224412122222223100 4  03 0273  0521100133 3 6 72212211222222225411222121221121 112124211 31101051115555401031412111416004 6 4 651129282246475222 2 0 2 311
23 022222222220213020 0010312222122221  01111111111111151461 3111222222222 02112222  023200111211652122000 0000000000033 2 0551112 011042 0000013101130222222 002222221212222132145581111111214231 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000131 51 9 901142555113231511111102104 4 3 131128121700001111 2 0 2 311
24 022222222222111110 2144311221222222  0 411222221122 01221 3111222222222 01212222  023152112211452122000 0000000000011 4 0441211172003119010044342130222222 002222212221233233222222112222222231 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 400000331 31 8 801114444321031112222101204 9 5 713120162036473333 1 3 4 711
24 022222222222221101 0010220222222222  0 611112121222 04331 4111222221222 02221221  012142113111561112000 0000000000011 3 05122211920032 0000014221130222222 002222212221233231123351211121222100 1  01 0174147622255 02 2 6 32112212222222224121222222221124 313124211 21 9 94112055511323122221141220410 1 522110102036461554 1 0 1 711
22 022222222222112201 0010230222222222  0 311222221222 04331 2112222222222 01212222  023152113211342122000 0000000000011 3 0431212 011022 0000034221120222222 012212212221233132144512122222223100 8  06 0352  0331247 02 111 61222212222122223511212121221121 211124333 21 6 661112445221031322111416004 7 3 722132272164542443 1 0 1 411
21 611111222122112210 1250211222222221 811011111111112 02211 4111212222222 01212222  012142111211432121000 0000000000011 5 04612111620042 0000043346230222222 002222221212223131134412212222221232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 500000223 13 8 801132334221032511111101104 3 1 131123111744383333 1 3 4 211
21 411222122122112101 1010312121222222  0 911111111122 01221 2112222222222 01221222  030142112221442122000 0000000000011 2 04212211511022 0000024241130222222 002222212221233232134422122122222100 2  01 0361  0521100132 710 42221221221222226411222121221144 212121221 21 8 861112444211031511111416004 4 6 313315111916473333 1 1 2 211
21 311212222222112231 0010313221212112  0 321222211222 01221 2112222222222 02211222  014122112111462100000 0000000000000 4 05422111720022 0000034242130222222 002222212221223133133331112222222100 3  05 0263  0231100103 710112222221221122225411122221221121 213122321 21 91041114554221032421111416004 7 1 821117111954462344 4 0 4 510
14 022222222222222201 0010420222222222  0 022222222222 07552 0222222222222 00222222  0002002 0000000122000 0000000000011 0 0602200 000040 0000024231120222222 012222112221233323333322122222120212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000213 04 5 706666666100032322111406004 5 1 312235252016161354 1 0 1 0 9
11 211222222222211120 0010111221222222  0 222222211222 01222 0222222222222 00222222  000122111211461122000 0000000000021 0 2512200 000040 0202014101130222222 002222212212223313143312222222122100 7  04 0171  0522100 1213 8 52222122122221225112222222211122 113124221 21 9 950010000124112511111415034 3 6 112148412138471223 2 0 2 211
11 211222222221111110 0030420222222222  0 022222222222 01222 0222222222222 00222222  000141111212000122000 0000000000011 0 3471200 000010 0101334243111122222 012122212122222213133332112221221100 4  02 0131  0532100 12 4 5152221122222222213312222121211401 212124221 23 7 721113314114121112222412104 6 3 522440532727252333 1 0 1 511
12 022222222221112201 0045311222222122  0 311222122222 04111 5112212122212 01221222  0001321 9111451322111 0333333333300 0 3541200 000020 0202024224230222222 002222212221233323211212122222221100 1  01 0261  0212100132 913 62222212212221225412222111221142 314113433 01 9 941113433113121022222116003 4 4 313137201834312224 1 0 1 511
22 022222222222211111 0010320222222222  0 511112222212 04221 1122222222222 01221222  030132112222000211212 0332121113200 1 2431222 020022 0000033345220222222 012221211222233123122231112222221100 2  05 0361  0112100132 112101222222221212224421212121221121 313224343 01 8 851112333114332421111214034 3 2 133126332537381544 2 0 2 111
13 022222222220113111 0010520222222222  0 022222222222 06552 0222222222222 00222222  0002002 0000000122000 0000000000022 0 0602200 000040 0000014101130222222 002222212221222313112321122222224212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000221 24 7 703445554303121511111400004 3 4 111140412300002333 2 0 2 011
21 122222222212112211 0010420222222222  0 022222222222 04441 2211222222222 02211222  022132116222000122000 0000000000011 2 0521222 02003123010034332130222222 002222212221222231114441112221221100 8  06 0272  0411258 02 8 7 52222121122222223512211121211121 212121311 31 9 951111444111031321211416004 9 4 811125192047463332 2 0 2 311
21 311212222222221112 0010211222222112  0 321122221222 06552 0222222222222 00222222  0302002 0000000122000 0000000000022 0 0602222 020042 0000024222130222222 002222212221233233122231112222220232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000111 34 5 500000000301011421111406004 5 4 314133292138561111 3 0 3 011
12 022222222221312210 2042420222222222  0 022222222222 05222 0222222222222 00222222  000132111222000122000 0000000000011 015162200 000020 0202032242220222222 012122212122232213122212222222121221 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 600000442 03101001613555114134122221301204 4 5 112233211936482333 1 2 3 311
21 511212212122112210 0030220222222222  0 221122222222 01331 1212222222222 01212222  013152113211552122000 0000000000011 2 04122111820042 0000014101130222222 002222221212233132234421212222223232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 200000331 24 6 601145454103131421111406004 5 4 511119202234545333 1 0 1 211
24 022222222222112201 0060412222222112  0 511111222222 04221 2121222222222 01212222  022142111111452122000 0000000000011 3 05312211611032 0000034342130222222 002222221212233232122212122222221212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 300000241 21 71001125444401031511111104014 5 1 022322352644611333 1 0 1 4 8
11 321212222122112201 0010420222222222  0 022222222222 04152 0222222222222 00222222  000142111121332122000 0000000000011 0 4452200 000040 0202023242120222222 012222112221233323233312122222221100 6  02 0164 91322100 6215 3 92212222212222215511212121211121 114224221 31 7 761111434321031122122416004 6 3 313249352046363333 1 0 1 511
24 022222222222222200 0010220222222222  0 211222222222 07551 1212222222222 01222212  0301322 0000000122000 0000000000011 2 04022211520042 0000014233130222222 002222221212233133133412222222121232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000311 24 8 803334445301031411211105014 4 1 322117483324242212 0 0 0 011
14 022222222223112210 0042211221222222  0 221122222222 05212 0222222222222 00222222  000132112221332122000 0000000000011 0 6442200 000040 0202034346230222222 002222212221232313134312222222212100 6  02 0353  0231100 82 7 9112222221212122224412221121222121 612224321 21 91061113334213132321211116004 5 1 522137292064443333 1 0 1 310
24 022222222222113201 0010330222222222  0 121222222222 01221 1212222222222 01221222  021132110111561112000 0000000000011 1 05122211520042 0000014232130222222 002222222221122232123322211222221100 1  01 0273  0611100 9310 3 11212222221222226311222221221143 113113121 21 81041112345112231121222116004 6 3 722311312936471333 1 0 1 6 9
22 022222222222112200 3110420222222222  0 022222222222 01221 1222221222222 01212222  022142111311462322123 0333333333300 1 0541222 020032 0000014231130222222 002222212221233232133312122222222232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000223 21 7 801113113123131121222202204 910 831123182047472432 0 4 4 810
11 112222222222221100 0045320222222222  0 121222222222 05550 0222222222222 00222222  000200114222000122000 0000000000022 0 0661100 000030 0000034345130222222 002222212222132213252512222222123232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000442 03 7 701113415115131421111405031 7 8 454122131805012343 0 0 0 311
12 022222222222212200 1043420222222222  0 022222222222 04112 0222222222222 00222222  000142113211542122000 0000000000021 0 5412200 000030 0202034321130222222 002222212212223333122212222222123212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 400000221 21101001113434212131421111406004 3 4 111232191838472334 0 1 1 011
21 422112212122113211 0010330222222222  0 112222222222 05231 2112222222222 01122222  030142112211452122000 0000000000011 3 0412212 020042 0000024242130222222 002222211222223102134462111111221222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 200000131 21 6 601115555401031511111406004 4 2 132228201947562511 2 0 2 211
12 022222222221113201 0010420222222222  0 022222222222 04152 0222222222222 00222222  0001221 7222000122000 0000000000011 012462200 000020 0202014101130222222 002222212212232323233312222222121232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000211 24 6 801115535113131511111104014 3 1 154135211866562334 1 0 1 6 9
22 022222222222113300 0030420222222222  0 022222222222 07451 1212222222222 01222221 25301322 0000000122000 0000000000011 2 03012211720042 0000034221130222222 002222212221233232123322122221222100 6  06 0234 87911100 33 310 72212221221222225321222121224401 020222331 24 1 123434444321011411211426004 4 1 121127202047542303 0 0 0 011
11 212212222222112211 0010420222222222  0 022222222222 05441 3112222212222 01212222  000142113222000211313 0233233333300 4 0271100 000010 0000014232111222221 931112212221223212123422121222223232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000442 03 8 50313134311513311222240110411 2 531142281964541332 2 0 2 814
21 411212222122112202 0044420222222222  0 022222222222 04221 2112222222222 02221221 4513152112111351122000 0000000000011 1 04112211620042 0000024245130222222 002222212212223132134422221122221100 6  02 0363  0321100 33 911 62222212212122225022222222221124 112122321 31 7 941115445321031421111416002 3 2 131422101723532333 2 0 2 1 9
24 022222222222113201 0010420222222222  0 022222222222 07552 0222222222222 00222222  0302002 0000000421000 0000000000011 0 0602322 020042 0000014011130222222 002222212221232133123351112121220232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000031 24 5 803333555104131511111206004 4 0 122121172003062333 1 0 1 0 8
21 411112222222222211 0010211122222222  0 221122222222 01441 3111222222222 01212222  030152115211341122000 0000000000011 2 03123112020042 0000024221130222222 002222212221223313144442111122221100 4  03 0253  0421100 52 3 8122212222122212223312222121221121 211224231 21 7 841115555213131421111416004 5 2 523112112014562111 2 0 2 010
12 022222222222112201 0010220222222222  0 211222222222 05442 0222222222222 00222222  000132114211342121000 0000000000011 0 2352300 000020 0202043345330222222 002222212221233333322212222222121222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000321 23 7 801113414104132411211106004 7 5 712146372147372333 1 0 1 310
21 212222222122112201 0044211222222221 96 511122211222 02221 4111212222222 0122222121422142113221332122000 0000000000011 3 04611211711022 0000034102120222222 012221211222223233144442121121223212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000221 23 7 701115555311031511111106004 4 2 131119382923533323 1 0 1 111
22 022222222222112220 0010420222222222  0 022222222222 04341 1212222222222 01222221 4813142113111661122000 0000000000011 3 05122212020042 0000024232130222222 002222212221223332133312221222221100 1  05 0371  071110013213 8 52222122122221224511212121211122 113124223 21 9 951115445321031511111212204 6 6 714129212038383313 2 0 2 311
21 311212222222221112 0010312212122222  0 911121111112 01261 3112221222222 01212222  023152113211452122000 0000000000011 2 04112111711042 0000034342130222222 002222212221233232133332211221221232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000222 01 7 701215444211031511111406004 4 9 424130222028381212 3 0 3 111
21 212212222222112230 0045220222222222  0 221212222222 04221 0222222222222 00222222  023132112111552122000 0000000000011 2 05212111411012 0000014102130222222 002222212221223332134322212122222100 2  05 0173  052210013213 2112122222222121225112222222221221 314124432 01 9 961115555401031511111426001 6 1 121120111800545523 3 0 3 411
24 022222222222111121 0045211221222222  0 321122221222 01111 1212222222222 01212222  030142110111461122000 0000000000011 1 05112111620042 0000024241230222222 002222212221233133332412222222121100 2  01 0371  0411100 32 513 32212122222221223122222222121124 112124321 31 7 711164555211031421111416001 4 9 411120 91737572513 3 0 3 411
12 022222222222112130 0010311222212222  0 211222222222 06551 5122212211212 01212222  0002002 0000000311311 0333233223200 0 0602100 000040 00000443431112222213112222112221223323134422112222222212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000331 24 7 703333334104131312211406004 6 1 151122182064842333 3 0 3 011
21 212222222122212200 0010420222222222  0 022222222222 06662 0222222222222 00222222  0301422 0000000122000 0000000000011 4 0302222 020042 0000024221130222222 002222212212223232143432121122223212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000123 04 0 003555555401031511111406004 3 2 133233272138463232 0 0 0 011
22 022222222222211132 0010411222222112  0 421112221222 05662 0222222222222 00222222  030142115221441122000 0000000000033 2 0412222 020042 0000014101130222222 00222221122221320214453212212122210012 226 0353  0512100 53 6 7102222211221222223311222122222131 111224131 31 5 720000000000001112222426004 0 0 0000 0 0 000000000 5 0 5 0 9
23 022222222220113221 0010411222222112  0 122222221222 06552 0222222222222 00222222  0302002 0000000122000 0000000000011 0 06022211820042 0000014101130222222 002222212212223132134412122222220232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000323 24 5 506666666401032421111406004 4 6 113121212264462333 3 0 3 011
24 022222222222221110 0045120222222222  0 411112222222 04441 3112212222222 01212222  022152114141442122000 0000000000012 1 04312211611022 0000024211130222222 002222212221223232134431112222222100 6  02 0263  0312100 94 7 3132212221222221226211222222221321 112124323 21 81066665555401011112222216002 6 3 723127232135511333 1 0 1 2 9
22 022222222222111101 0010220222222222  0 511112221222 06361 1212222222222 01212222  0301522 0000000122000 0000000000033 1 03022211820032 0000014101130222222 002222221212223232135512221222223222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000231 24 5 503545555401031412111406004 3 4 311322 0 000001553 1 0 1 011
23 022222222220113201 2043220222222222  0 222122222212 06522 0222222222222 00222222  0301422 0000000122000 0000000000011 1 04022211720042 0000024232130222222 002222212212233232134431112222223232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000333 24 7 703335555401031511111406001 5 9 252122513237532212 1 2 3 011
13 022222222220213210 0010530222222222  0 211222222222 04442 0222222222222 00222222  000152113222000122000 0000000000011 0 1342200 000040 0202033345111122222 011222212122232323122312222222121212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000221 23 9 801614535124121112222405014 4 9 413127312448472323 1 0 1 112
12 022222222222112200 0010330222222222  0 811112211112 01221 4112222211222 0122222128100122111111462122000 0000000000011 0 3551200 000040 0202024231130222222 002222221212233313133322122122221100 6  02 0153  0222000 02 9 3 22112222212222224312222121221121 212114121 21 7 951112555111031511111416004 8 6 814127292338552323 0 0 0 7 9
13 022222222220111100 2142420222222222  0 022222222222 04222 0222222222222 00222222  000112111211462122000 0000000000011 0 5552200 000040 0202031342130222222 002222212222133323211112222222122100 6  02 0371  0211100122 2 8152122222122222216221222221211125 211231331 21101051614555223133112222215034 0 0 0000 0 0 000000000 0 3 3 011
12 022222222222113210 1542314122221112  0 412122221212 06552 0222222222222 00222222  0002002 0000000122000 0000000000011 0 0602300 000040 0000014101130222222 002222212222133333322212222222121232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000322 04 1 703333434101031122122406001 3 5 113131262154373324 1 6 7 0 5
12 022222222222112210 0010311222122222  0 311222221222 01221 7111221121122 01222122  000132112111452122000 0000000000011 0 5461200 000020 0202033343220222222 031112231112233223123232112221221100 8  06 0233  0212100 4213 7 82222221122221225411222121211121 512224321 23 51051611666213131321211116004 5 9 611122182023545334 1 0 1 3 6
21 911111111122111110 0010420222222222  0 022222222222 06552 0222222222222 00222222  0301322 0000000322211 0333333333300 1 02022211520042 0000014232230222222 002222212212233333233322112222222222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000322 04 5 506666666401011121222406004 3 4 151115332861551333 1 0 1 011
21 422111122222111101 0142413212222111 31 621122211121384322 0222222222222 00222222  0211321 9241462122000 0000000000011 3 05611111420032 0000033336330222222 002222212221233333121112222222122232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000321 31 41001115024112232411211101204 5 1 133529 91637374334 1 1 2 6 5
12 022222222222111100 0142420222222222  0 022222222222 07552 0222222222222 00222222  0001522 0000000121000 0000000000011 0 1302200 000040 0202031343130222222 002222212212233323322212122222220212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000221 24 6 603333333105121511111406004 5 4 712132232038585333 0 1 1 011
24 022222222222113210 0010220222222222  0 311212222222 06551 1212222222222 01212222  0302002 0000000122000 0000000000011 0 0102222 020042 0000013211130222222 002222212221233231135571111111220212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000211 34 1 503444455401031421111400004 3 6 113220282401043333 1 0 1 0 7
12 022222222222112111 0045211222222221 85 321222112222 04441 4122211222212 01212222  000161115222000212311 0333232333300 0 0271100 000010 0000022311111222221 931112212221233323212331122221221221 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000342 021010041414431153121222123030041110 854122232265462322 2 0 2 611
21 122212222222113111 0010420222222222  0 022222222222 07511 1212222222222 01212222  0302002 0000000122000 0000000000011 0 06022211720042 0000014102130222222 002222212221233131123341112221220232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000332 04 71003555555401031421111406004 3 6 111120111838382333 2 0 2 0 8
21 311212222222112240 3042212222122221 31 322122221122 01221 3111222222222 01221222  030142112111652122000 0000000000011 2 04412111620042 0000024101130222222 002222221212223132122212222222121100 2  01 0362  0412100 63 711142222221222122125122222221221124 412124241 21 8 841112555401011122122114011 4 2 331422212124541252 4 3 7 211
12 022222222222112101 3142330222222222  0 811111211122 01221 1122222222222 01222122  000122110111452121000 0000000000011 0 7461200 000010 0202034345220222222 012122211222223323211112122222222100 3  01 0233  0311246 03 6 3 42211212222222224411222121224401 313224421 23 7 741104555112121511111211101 5 3 713142352138483333 1 4 5 511
14 022222222222112230 0010420222222222  0 022222222222 04221 1212222222222 01212222  000142112211462122000 0000000000011 0 7551200 000010 0202023231120222222 012221212212222223112212222222122232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000321 22 7 701414435103111121222405044 9 7 811330232048482222 3 0 3 711
13 022222222220221111 0010311222222112  0 122222212222 01332 0222222222222 00222222  000152113111551122000 0000000000021 0 1411200 000010 0202024332130222222 002222212212233323233211222222221100 6  01 0262  0512100 32 713 32212221222221224221222221222111 112124311 21 9 951111433115111321211416004 4 9 423221292553461444 2 0 2 111
24 022222222222111133 0010411222122222  0 211222222222 01331 1212222222222 01212222  030152113111262122000 0000000000011 2 05122111820042 0000034343120222222 012212212212233332154422112222222232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000232 01101001114555211031511111402104 5 2 321134141661611334 6 0 6 211
21 311222122222221120 3142420222222222  0 022222222222 05551 3112221222222 01212222  013152113222000122000 0000000000011 4 04621112020032 0000024231120222222 021122212212233131134412222122223100 5  06 0263  0621257 021411 72222221222122123212212222221401 012224121 33101051154555313233122221211101 6 1 331336251941235122 2 4 6 311
24 022222222222111110 0010211222222112  0 522212111122 01441 4222112211222 01212222  030162120111441122000 0000000000011 1 03121212520042 0000024232130222222 002222212221223232133431112222221100 8  02 0351  0411100112 814 72222221122222126511212121221124 112221111 31 8106114444431103151111141600111 2 933330332347484252 1 0 1 1 9
21 311212222222112230 0010220222222222  0 321122212222 05261 1212222222222 01222122  011112112111452121000 0000000000011 3 04222111611032 0000014221130222222 002222212212213232134432222111222100 2  05 0261  0422100 13 7 5112222121222122224211222222221124 513114231 21 7 751123555401031122122112104 3 3 132218232345631553 3 0 3 111
21 311222222122112200 0020211222222221 85 322112222212 02341 4211121222222 01212222  023151113111452111000 0000000000011 4 15512211520042 0000034331120222222 021122212221222232143322221122221100 5  06 0161  0531247 02 6 7 92222211212222224511122121221124 512121421 21 6 85111344431101151111121110410 1 852416 61764644333 0 0 0 7 9
21 211222222222112111 0060412222122112  0 411222212212 05351 3112222222122 01222122  022152113221322122000 0000000000011 1 03512111811022 0000034341130222222 002222212221233333133312212222221231 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000443 31 5 201110000221031312211305044 5 6 514115142047473333 2 0 2 214
21 112222222222212210 0044220222222222  0 521111221222 02221 2211222222222 01222212  012142111111542122000 0000000000011 3 04422211611022 0000034312120222222 031112212212223333134431112222221232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 200000323 01 3 501115555401031421111406001 3 1 111127191936372223 1 0 1 2 9
12 022222222222111120 0010420222222222  0 022222222222 05442 0222222222222 00222222  000142116111351122000 0000000000021 0 1411200 000040 0202024342230222222 002222211222222222231212222222121100 3  05 0161  0422100 72 3 8132212222122221222312222112221121 112124211 21 8 961113545112131322111416001 7 1 512432302258462553 2 0 2 110
22 022222222222222200 1070420222222222  0 022222222222 02431 2112222222222 01212222  023142112241432122000 0000000000011 1 04612111820042 0000014102120222222 021212212221223133233312122222221100 8  02 0351  0312100 31 9 1131222222212221225511122121221401 411112211 21 6 761112555311031511111112101 6 1 521114 21551822322 0 1 1 410
13 022222222220112110 1244214221211122  0 321222121222 01222 0222222222222 00222222  000152112141452121000 0000000000011 0 4451200 000010 0202034443130222222 002222221221232213133331112222222100 6  02 0341  0222100 53 2 6 32112212222222226511222111221221 412222321 23 8 861112234213121322111211204 7 5 754133342346465334 1 3 4 511
11 311212222222223020 0010320222222222  0 221122222222 07552 0222222222222 00222222  0001422 0000000321221 0333333333300 0 1302200 000040 02020142111112222212312122212221233313311112222222122222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000121 34 5 503133333104132322111106004 8 1 512131432644461232 2 0 2 011
21 411212222122112210 0010420222222222  0 022222222222 01221 1212222222222 01212222  013152112211451122000 0000000000011 2 05122211720042 0000014101130222222 00222221222123313213342112222222210012 671 0261  0421100 33 7 6 32212211222222225321221221221124 111224321 21 6 751112445401031511111416004 3 4 114120192136371344 1 0 1 110
12 022222222222221101 0010412212222122  0 222222211222 05331 3112212222222 01212222  000112117222000122000 0000000000011 0 3332200 000010 0202042545311122222 021122212212232323133422112222223212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000211 22 8 901113534105121222211406004 8 1 352533332353433333 1 0 1 110
21 311212222222112221 0043011222222112  0 511122221122 04221 2112222222222 01221222  021142110111361121000 0000000000011 2 05222111520022 0000014222130222222 002222212221233312134422112222222100 1  01 0171  0412100 52 3 5 72212121222222226122222221221125 111111331 31 6 551112344301011511111126004 5 4 314330222034534212 3 0 3 512
11 311212222222112211 0010320222222222  0 311122222222 04222 0222222222222 00222222  000152112121462122000 0000000000022 0 1552200 000010 0202032346120222222 012222112221233323133212222222121222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000321 33 7 901115334114131322111401204 5 9 412137272028382333 2 0 2 3 9
14 022222222222111101 0010420222222222  0 022222222222 05332 0222222222222 00222222  000152113211332122000 0000000000011 0 3461200 000020 0202042443111122222 012122212221233313333322122122224221 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000432 03 8 801111535114131322111206001 9 3 523533352353532323 1 0 1 611
22 022222222223123310 0045315222111112  0 711111221122 01221 4121212221222 02221122  030132111211442122000 0000000000011 4 04512211620042 0000034242130222222 002222212221233131134461111121221100 8  02 0343  0221255 0211 1 71222221222122225411222121221501 412123221 22 7 961115555401031511111412103 6 1 341126332546442333 1 0 1 5 9
11 311212222222113210 0043411222222122  0 322122221122 06552 0222222222222 00222222  0002002 0000000122000 0000000000011 0 0602200 000040 0000014101130222222 002222212221233333311112222222122232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000432 04 8 803444444123131322111406004 5 4 314122332667672353 1 0 1 011
22 022222222222112200 1130512222222112  0 122222222122 05251 2212122222222 01221222  03014111221166232223520333333333300 4 15122211720042 0000034221130222222 002222212212233233143212222222123100 6  0728321  0911100 32 710 02222221221222224221222221224401 020224241 21 1 123413333222122411211226004 3 1 122117111945545333 0 2 2 111
21 311222222122112211 0010511222122222  0 422121221122 06452 0222222222222 00222222  0302002 0000000122000 0000000000022 0 0602222 020042 0000012211120222222 012222112221223131134551112121224232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000211 24 3 703535444101021421111406000 8 6 513129191948682111 2 0 2 0 7
23 022222222220113203 0010211222222221 45 212222212222 07552 0222222222222 00222222  0302002 0000000122000 0000000000011 1 0302222 020042 0000023211130222222 002222212212222132135532121122222232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 200000321 34 7 806666666124131421111406004 5 3 322127663664545223 3 0 3 010
22 022222222222231111 0010420222222222  0 022222222222 05442 0222222222222 00222222  030142111241432122000 0000000000011 2 0332212 011012 0000034241130222222 002222212212222232123322122122222100 3  05 0351  0312100 42 5 6112222112222122226321222211222401 012124221 23 81061115445111011511111212204 4 9 211231171838482222 2 0 2 3 9
14 022222222222113200 2044420222222222  0 022222222222 06552 0222222222222 00222222  0002002 0000000122000 0000000000011 0 0602200 000040 0000034342130222222 002222212212232313133412222222123232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000311 24 5 706666666104131421111406004 4 4 121140552764543553 0 2 2 0 9
