21 311222222122103120 0020220222222222  0 311222221222 06352 0222222222222 00222222  0301122 0000000122000 0000000000011 3 0502202 011042 0000034232130222222 002222212221233232323341112221221100 7  05 0221  0241100102 3 7 52212121222222225312222121222401 220224321 44 3 523515555401031411211414014 4 1 313122 71644462333 2 0 2 0 9
24 022222222221112201 0010220222222222  0 321122221222 01622 0222222222222 00222222  0111321 9111662122000 0000000000012 1 05222111611042 0000024231130222222 002222212212223132134312122222222212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000223 24101001114455401030511111106004 4 3 323110102036553222 1 0 1 511
13 022222222220113221 0030420222222222  0 022222222222 04552 0222222222222 00222222  000142111222000122000 0000000000011 0 3371200 000010 0101141342130222222 002222212222121313134442122121212222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000323 03 81001112236113232112222406004 5 0 312129422700542333 3 0 3 4 9
22 022222222222112120 0045313222112122  0 321212222212 06551 3211212222222 01221222  0302002 0000000311231 0333333332300 0 0602322 020042 0000014211130222222 002222212221233333322222112222220232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000443 04 5 003434444301031112222406002 4 3 134111102055471333 2 0 2 016
22 022222222222112221 0010220222222222  0 221122222222 05331 1212222222222 01222212  030142113212000122000 0000000000011 2 05512211820042 0000024331130222222 002222212221233232112221212222221100 8  06 0371  0331238 02 8 7 32212221122222223211222222221125 100000121 31 8 851112444111031122122416001 9 61114531252000000000 3 0 3 611
23 022222222220111101 1010511221222222  0 321222221212 04652 0222222222222 00222222  012200112222000311211 0333333333300 0 03112211811012 0000023231130222222 002222212221233233211112222222122231 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000442 01 8 901114333103013112222104024 3 1 111117252435062323 1 1 2 110
24 022222222222112201 0010430222222222  0 022222222222 04341 1212222222222 01212222  013142112222000122000 0000000000012 6 05523211811042 0000014232130222222 002222211222233332123331122122221100 9  02 0373  0212100103 713 62222211222221224411122221221121 111114131 31 4 631124555322131421111221204 7 2 722126422851515552 1 0 1 5 9
24 022222222222112222 0050213221222111 13 222112222222 06552 0222222222222 00222222  0302002 0000000122000 0000000000022 1 0202222 020042 0000014101130222222 002222211222223102234542111122222212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000111 44 9 903545555101031511111206004 7 6 513127382662812211 4 0 4 011
13 022222222220111110 0010420222222222  0 022222222222 04222 0222222222222 00222222  000142112222000122000 0000000000011 0 3322300 000010 0202032235120222222 012221231211222323123332112122221212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000213 21 7 701113433125131121222205011 4 3 522442332066561334 1 0 1 211
13 022222222220112210 0030420222222222  0 022222222222 05222 0222222222222 00222222  000122111311442122000 0000000000011 0 3352200 000010 0202033424230222222 002222221122222323323312222222122232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000333 02 7 601113434322121321211406004 5 8 211144632901062554 1 0 1 412
14 022222222223223101 0010420222222222  0 022222222222 05332 0222222222222 00222222  000140110111432122000 0000000000011 0 5552200 000020 0202024321130222222 002222212221233313122312122222221232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 300000211 33 8 801513434123111511111406004 9 4 751134432664542223 1 0 1 911
12 022222222222113210 0030420222222222  0 022222222222 01112 0222222222222 00222222  0001411 9111452222111 0333332333300 1 0431200 000030 0000024242120222222 012122212221222211145512222122221232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 200000313 24 7 905101445111031421111406004 3 2 113133272165383333 1 0 1 4 9
23 022222222220111100 0041220222222222  0 121222222222 02541 2211222222222 01221222  030162118242000122000 0000000000023 6 0341322 020032 0000012101120222222 011222211222213131143412221222221212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000231 24 9100166666622103112212240120418 2 831310202400361022 0 0 01110
21 211222222222122211 0010412121222222  0 911111121112 04352 0222222222222 00222222  023152113242000321341 0333333333300 0 03223211811042 0000024232130222222 002222212221223132144421212222223222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000211 32 5 801122433102112511111106004 4 3 314125181938372454 2 0 2 1 8
11 022222222222113211 0010420222222222  0 022222222222 07552 0222222222222 00222222  0002002 0000000121000 0000000000021 0 0602200 000010 0000032242111122222 012222112212222323112332122121224212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000221 34 5 603334333124122421111406004 3 8 411135322247473222 2 0 2 010
24 022222222222113110 0010420222222222  0 022222222222 06552 0222222222222 00222222  0302002 0000000122000 0000000000011 0 0602222 020042 0000024211130222222 002222212221200000034012222222120230 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000221 04 0 000000000000001122122000004 3 3 123217382936462222 1 0 1 011
14 022222222222113200 0010320222222222  0 611112221212 05551 5112111222222 02221212  000111115222000122000 0000000000011 0 2541200 000010 0201224332120222222 012221231112233313122212222122221100 8  02 0333  0231100112 8 7132222221122221225511221121215401 113124321 23 8 86111100011313211222241110413 6 912537382335802333 0 0 0 811
22 022222222222113211 0010311212222222  0 311122222222 06221 2112222222222 01221222  0221422 0000000311211 0333333333300 3 03022211620022 0000024211130222222 002222222221122232223331112222223232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000211 24 5 503113335104111112222106004 6 6 5141 8122145452322 2 0 2 011
22 022222222222223210 0030230222222222  0 221122222222 04261 2112222222222 01212222  030142112111352122000 0000000000011 4 04212211620042 0000034332130222222 002222212221233132133431112222221100 8  06 0251  0431265 0210 4122221222221212224312222121224401 112224311 21 8 751115555401031511111416004 7 9 621119182144542424 1 0 1 512
11 611212112122111111 0010530222222222  0 611212211212 0522111111111111112 0122222110000142116211452121000 0000000000011 0 5411200 000020 02020233311112222211812212212221222323112222212122221222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000221 31 5 501113434203121511111406004 8 6 812147372064522222 2 0 2 211
24 022222222223112210 0030411222222112  0 621211211122 04221 5111212221222 01212222  012132110211442122000 0000000000022 4 05312111611022 0000014211130222222 002222212212233101155511222222221100 2  05 0172  0112100 31 513 72222121222221226312122221211124 212121111 31 5 531115555401031122122112201 4 1 111210172337474333 1 0 1 411
22 022222222222112210 1342211222222221 141011111111112 02111 5112221221122 02211222  023142110211461122000 0000000000011 2 05312211511042 0000014104130222222 002222221212223132145432121122223100 1  04 0271  0511285 03 710 62222211221222223212222221221123 113124231 31 81051112334213231322111122204 3 6 111120262438262533 1 4 5 3 9
12 022222222221112201 0010420222222222  0 022222222222 01222 0222222222222 00222222  000142111111452122000 0000000000011 0 2452200 000010 0202024444330222222 002222212221233323212212222222122100 8  02 0163  0132100 32 213 62122212222221223411222121221124 211224333 01 5 751112535115131321211124014 7 7 813142392221252322 1 0 1 6 9
21 221212222222111100 0243420222222222  0 022222222222 02111 2112222222222 01212222  022142111211442121000 0000000000011 4 04423211711042 0000034343130222222 002222212221223132145512122222222232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 200000432 04 6 801242444321031121222404014 5 2 532514 91957541333 0 2 2 4 9
21 311212222222113221 0010330222222222  0 121222222222 04221 4112211222222 02211222  012152112111461122000 0000000000011 1 05112211720042 0000014211130222222 002222221212233333332241212121221100 5  06 0174105531100 93 711142222221222122123122222222111121 112114211 31 8 941114444311031511111416001 5 2 534140332115562554 3 0 3 310
21 311212222222211120 0043311221222222  0 321122221222 01221 1212222222222 01212222  022142110111461122000 0000000000011 1 05112111520042 0000014101130222222 002222212222123132123452111121222100 1  01 0371  0521100 4211 7 52222121222122224411222121221111 111234331 21 8 866666666312131511111416004 4 9 422211132106065353 2 0 2 411
21 122222222212111101 0010230222222222  0 411121222222 01221 4112221212222 01212222  012142111111442122000 0000000000011 3 05312211711042 0000014101130222222 002222211222223302133432121122222100 5  06 0273  0321215 0311 6 32212212222122223211222222221124 312114221 21 8 741616665402431411112424041 6 9 412117242454501222 1 0 1 512
24 022222222222112201 0043120222222222  0 122222122222 04222 0222222222222 00222222  024152112111242122000 0000000000011 4 0532212 011042 0000024233130222222 002222212221233332112312222222122100 4  05 0373  0231100124 9 2 82122222112222223112222222221121 412224221 21 9 951111444211011511111414014 7 6 814114182238382334 1 0 1 511
12 022222222222211101 0043315212211112  0 511222211122 01221 4111212222222 02212122  000122111221432122000 0000000000011 023561100 000010 0101131441120222222 021122212212232223144441122211222100 3  05 0363  0221100 92 3 6 82212212122222226611112121221121 412131111 31 9 961511435321031421111216004 8 3 733430312346554323 1 0 1 711
24 022222222222123101 0045314212212111 86 511122221122 01111 2112222222222 01212222  011122113222000122000 0000000000011 1 03421211411012 0000042223320222222 012221231112222102134422212122222222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000341 42 8 801115334223121322111102101 5 2 153426212044542223 1 0 1 211
13 022222222220113210 0010420222222222  0 022222222222 06552 0222222222222 00222222  0002002 0000000411000 0000000000011 0 0602200 000040 0000024101111122222 012222112212222222222212212222222232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000413 14 1 103314333323132211222406001 4 1 131132181854653353 1 0 1 011
21 212212222222313203 1010320222222222  01011111111112 04331 5112211222122 02211222  022131112112000321211 0333333332300 3 03611211711012 0000032344220222222 012122212221203232323342121121221100 9  06 0243  0521287 03 214 32112222222222122312222121215401 211214221 22 5 551111333214131421111416004 5 2 131211152233832232 3 1 4 311
12 022222222222112201 0010420222222222  0 022222222222 04332 0222222222222 00222222  000152113221351122000 0000000000011 0 1412200 000040 0202012232130222222 002222212221233313134302222222222100 6  01 0161  0322100 51 1 3131212222222221225312222121221125 113124422 01 8 831114444124131421111416004 5 3 153132272156562333 1 0 1 211
21 411212222122112222 0010420222222222  0 022222222222 05661 2112222222222 02212122  013152113111561121000 0000000000011 1 05112111920042 0000034232120222222 012222112221233131155522122122221100 2  05 0371  0612238 03 7 8 32212221122222226411222121211231 111111213 21 8 951113534114131322111426001 8 1 711130232061614114 4 0 4 510
22 022222222222112101 0020211222212222  0 221222221222 01251 5111221221222 02211222  012142111211452122000 0000000000011 3 04522211611042 0000023342130222222 002222212221233132133331112222222222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000442 04 6 801114555401033122221104014 5 3 533219 61648481333 1 0 1 4 9
22 022222222222113310 1344230222222222  0 411222221212 06552 0222222222222 00222222  0302002 0000000112000 0000000000011 1 0302222 020012 0000034303220222222 012122212221223121223412122222221212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000221 34 8 901113334115131421111406001 5 1 112320583635373324 1 4 5 010
14 022222222222113102 0010420222222222  0 022222222222 04221 1212222222222 01221222  000132115111261102000 0000000000011 0 4512200 000040 0202024342130222222 002222212221233323212212122222222100 3  01 0371  021210013213 8 62222212122221222222222121221125 212124333 01 8 831414444112131121222316004 9 1 731531322345481333 2 0 2 411
11 911111111122331100 3143120222222222  0 411222122212 0555111111111111112 01222122  000200111222000211131 0333333333300 0 2362200 000030 0202012222112122221 032111231112232213223312122222222211 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 000000221 33101005151444105131511111306004 3 5 113132282121202313 0 4 4 211
22 022222222222112200 2242213221222112  0 422221211212 02522 0222222222222 00222222  021141111111542311114 0233121233300 0 33122211620042 0000023234120222222 012212211222232131134432121122222222 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 200000241 24 81003314445122131511111204011 3 2 131122382827522124 0 4 4 2 9
11 411212221222112212 0010312212222122  0 521212112122 04221 3112212222222 01222221 8300141113111442121000 0000000000011 0 0351200 000020 0000043344130222222 00222221221222231314444111122222110010  01 0243  0121100 5210 3 62212212221222226412222111224501 120123121 21 7 861511535113111411211416004 5 7 512133382438372222 3 0 3 210
24 022222222222111111 3010420222222222  0 022222222222 01111 2212221222222 01222221 3730142110111452122000 0000000000011 2 04222211511012 0000024241130222222 002222212221233133144412222222122232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 200000233 21 5 501115445401031511111406002 3 4 111120162055811222 2 3 5 311
211011111111112112200 0010212222212112  0 122222222122 02222 0222222222222 00222222  012152112211362122000 0000000000011 3 05422111611042 0000034102130222222 00222221222123313234441122222222110012 771 0041  0212100 7311 8 72222221122122226212212222221141 212132412 01101061115445401031511111416004 6 2 533127191964252333 0 0 0 411
14 022222222223113100 0010311222222112  0 221122222222 01112 0222222222222 00222222  000112110111462122000 0000000000011 0 4522300 000010 0202034343130222222 002222212212232323212212222222122100 8  02 0143  0332100 33 6 3 02212212222222224222222121222121 413224423 01 8 861111034322121121222114044 6 51143121141951472333 0 0 0 611
24 022222222222113211 0010420222222222  0 022222222222 05361 1212222222222 01212222  013152113311652122000 0000000000011 1 04122211811042 0000014101130222222 002222212221233232130012222222121232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000221 24 4 501525666402111511111106004 6 1 211224282334543554 2 0 2 310
13 022222222220112211 0344420222222222  0 022222222222 02442 0222222222222 00222222  000162112212000122000 0000000000011 0 1452200 000030 0202024211130222222 002222212221233313333322112222221212 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000321 21 7100111344412413142111140600213 2 931137261955552444 2 3 511 8
14 022222222223311100 0042520222222222  0 022222222222 05552 0222222222222 00222222  000151114232000222312 0333233333200 4 0471200 000030 0000033231120222222 031112212212232323333312122222221100 5  06 0354 42141258 0213 7 82222221122221223412212121224131 120124323 03101065111554114122121222211204 9 2 714138261938382523 0 0 0 511
22 022222222222112312 1144513211222122  0 422212221112 0222110111211111112 01222221 9830132112111332121000 0000000000011 3 03422211711042 0000024212130222222 002222212212233133232212222222123231 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 200000321 21 7 701114444401011511111406003 3 2 111122332620241333 3 2 5 111
11 412112122222103303 0010420222222222  0 022222222222 04442 0222222222222 00222222  0001222 0000000122000 0000000000033 018502200 000040 0202034102120222222 012222111222201000133461111112222100 3  06 0361  0342100121 613 02222212222221226311222221223121 212221111 41101061555555401031112222421104 9 4 312334272024442111 3 0 3 011
21 411212222122113102 0050420222222222  0 022222222222 07622 0222222222222 00222222  0301422 0000000122000 0000000000022 2 0302222 020022 0000033344130222222 002222212221223232133322121222221232 0  00 0000  0000000 00 0 0 02222222222222220022222222200000 100000333 24 7 702615444401031511111102101 2 9 224126181923541333 2 0 2 011
